年,未破,持有日,A实收,A峰值,B实收,B峰值,C实收,再创新高
2023,False,63,0.1568627450980391,0.3351158645276291,0.036541889483066026,0.3351158645276291,0.012477718360071277,False
2014,False,32,0.15350223546944863,0.4769001490312965,0.5499254843517138,2.8241430700447094,0.3338301043219074,True
2015,False,61,0.8009569377990433,1.4555023923444979,-0.036363636363636265,1.4555023923444979,-0.125358851674641,False
2019,False,19,-0.24159999999999993,-0.009599999999999942,-0.40479999999999994,-0.009599999999999942,-0.3264,False
2021,False,50,0.19254658385093149,0.4347826086956521,0.30434782608695654,0.8757763975155279,0.11180124223602483,True
2022,False,31,-0.14814814814814825,0.24279835390946491,0.20576131687242794,1.78395061728395,0.04115226337448541,False
2024,False,41,0.7338262476894641,1.5009242144177448,0.36968576709796674,1.5009242144177448,0.09611829944547123,False
2014,False,81,0.993150684931507,1.551369863013699,2.195205479452055,3.883561643835616,1.6986301369863015,True
2016,False,7,-0.24894810659186528,-0.01051893408134641,-0.5981767180925666,-0.007713884992987308,-0.23422159887798033,False
2020,True,1362,0.0,0.0,0.0,0.0,0.0,
2014,False,42,0.09788359788359813,0.28042328042328046,2.177248677248677,2.6957671957671963,0.12433862433862441,True
2016,False,68,0.09185441941074535,0.28336221837088393,-0.36915077989601375,0.28336221837088393,0.020797227036395194,False
2020,False,30,-0.0821917808219178,0.3315068493150686,-0.008219178082191747,0.3315068493150686,-0.001369863013698569,False
2022,False,21,-0.05555555555555558,0.125,-0.14722222222222225,0.1333333333333333,-0.043055555555555625,True
2015,False,73,1.0838052095130237,2.346545866364666,1.7927519818799547,2.8969422423556055,0.5855039637599093,True
2017,False,7,-0.17232375979112258,-0.038418500559492585,-0.5800074599030213,-0.038418500559492585,-0.28720626631853785,False
2020,False,32,-0.0943683409436834,0.09665144596651443,-0.2747336377473365,0.09665144596651443,-0.23972602739726034,False
2022,False,9,-0.13296903460837894,0.10837887067395258,0.30327868852459017,0.8970856102003641,-0.10200364298724962,False
2023,False,32,-0.0033444816053512794,0.3311036789297659,0.12290969899665538,0.7416387959866217,0.05769230769230771,True
2024,False,14,-0.2105896510228641,0.25330926594464476,-0.07160048134777386,0.25330926594464476,-0.42839951865222625,False
2014,False,8,-0.06973058637083984,0.022187004754358197,0.5562599049128369,1.711568938193344,0.6434231378763866,True
2018,False,7,-0.14135625596943657,0.0372492836676217,0.24450811843361975,0.36389684813753576,-0.3887297039159503,False
2019,False,23,-0.1574468085106383,0.0787234042553191,0.9436170212765955,1.872340425531915,0.2872340425531914,True
2023,False,60,0.36317321688500726,0.6135371179039302,0.2161572052401748,0.6906841339155749,0.27001455604075675,False
2020,False,22,-0.09757505773672048,0.17898383371824478,-0.39030023094688215,0.17898383371824478,-0.01443418013856812,False
2014,False,62,0.5770252324037184,0.8525896414342629,1.689243027888446,1.689243027888446,1.100929614873838,True
2015,True,2618,0.2007115327601543,0.2007115327601543,0.2007115327601543,0.2007115327601543,0.2007115327601543,
2020,False,40,-0.11181972789115646,0.07270408163265318,-0.14583333333333337,0.35671768707482987,-0.30484693877551017,False
2022,False,39,0.26136363636363624,0.8130681818181817,-0.22897727272727275,0.8130681818181817,0.11136363636363611,False
2014,False,91,0.20255183413078148,0.3444976076555024,0.4896331738437003,2.2631578947368425,0.24880382775119636,True
2019,False,34,0.015686274509803866,0.5254901960784313,0.33333333333333326,1.1411764705882352,-0.04052287581699354,True
2020,False,48,0.16165718927701067,0.3306255077173028,-0.22826969943135667,0.3306255077173028,-0.1998375304630382,False
2023,False,32,-0.12180579216354337,0.0127768313458263,-0.16098807495741063,0.0127768313458263,-0.04940374787052815,False
2014,False,71,0.17599999999999993,0.264,0.8280000000000001,3.628,0.956,True
2017,False,9,-0.07045009784735823,0.043052837573385405,-0.16438356164383572,0.043052837573385405,-0.11741682974559697,False
2019,False,41,-0.042035398230088394,0.06415929203539816,0.6194690265486729,0.767699115044248,-0.03318584070796449,False
2020,False,44,0.0483516483516484,0.16263736263736273,0.29450549450549457,1.3120879120879119,0.15824175824175812,True
2023,False,24,-0.06803797468354444,0.006329113924050667,-0.03639240506329122,0.1613924050632911,-0.08386075949367089,True
2024,False,52,0.03658536585365857,0.08689024390243905,-0.0015243902439023849,0.2042682926829269,-0.19817073170731703,True
2015,False,66,0.37488680953818276,0.6830667069121641,0.36703893751886496,0.6830667069121641,0.029882281919709985,False
2016,False,27,-0.02644665461121165,0.011528028933092127,-0.35081374321880654,0.14150090415913197,0.016048824593128508,True
2019,False,21,-0.1546229094351531,-0.06121804985799939,-0.2918901861786052,0.08677816345850409,-0.15556958030924584,True
2020,False,21,-0.05502904310608381,0.05288902476306934,-0.4185264445123815,0.05288902476306934,-0.2589422195047387,False
2022,False,13,-0.10802980132450324,0.0649834437086092,0.0914735099337749,0.7425496688741722,0.5790562913907285,True
