长度,多头占比
355,0.34831460674157305
490,0.2892057026476578
500,0.7984031936127745
499,0.502
472,0.33403805496828753
392,0.4020356234096692
500,0.5149700598802395
457,0.31004366812227074
500,0.27944111776447106
500,0.30538922155688625
492,0.26369168356997974
478,0.3173277661795407
