code,n_big,n_small,ca_factor_首,ca_factor_末,qfq_factor_首,qfq_factor_末,ca_累计倍数,qfq_累计倍数
000429,0,20,1.2387321855526894,1.0006766371196385,0.575036794441189,1.0006766371196383,0.8078232315188962,1.7401958392802999
000430,1,32,0.8719619730028517,1.0007247089050864,0.8632939486558412,1.0007247089050864,1.1476701276992656,1.15919347108042
000498,2,29,1.0228244274818665,1.0018340665119976,0.8042857455038133,1.0018340665119976,0.9794780409952215,1.2456195725369197
000501,0,39,1.036654259852129,1.0006959654245637,0.6461051528214039,1.0006959654245637,0.9653131272207435,1.5488128535343466
000502,0,18,1.0018644345447858,1.0022289361039884,1.0018644345447858,1.0022289361039884,1.000363823234596,1.000363823234596
000503,0,50,1.0018616061047365,0.9990279761132259,1.0018616061047365,0.9990279761132259,0.9971716353094637,0.9971716353094637
000504,0,36,1.0091974678444504,0.9959993675069987,1.0091974678444504,0.9959993675069987,0.9869221824687674,0.9869221824687674
000505,0,37,1.001062719168443,0.9998325894284678,0.9858149432445837,0.9998325894284678,0.9987711761546799,1.0142193484486532
000506,0,53,1.0031907561356865,0.9984092095454501,0.8250393802081423,0.9984092095454501,0.9952336616331523,1.210135217174203
000507,1,42,0.9208167385389712,0.9996327059552845,0.8150127236652855,0.9996327059552845,1.0855935433378068,1.226524049170329
000509,1,42,0.28588191420384174,0.9938522182844644,0.28588191420384174,0.9938522182844644,3.4764431358040375,3.4764431358040375
000510,0,38,0.99934184536235,0.979024787349253,0.9924735165282447,0.979024787349253,0.9796695614144625,0.9864492815626593
000511,0,11,0.9986727450775252,1.0,0.9963900645173481,1.0,1.0013290188693111,1.0036230143306382
000513,2,25,1.2576013981686844,1.0029531217522194,0.24549255476355447,1.0029531217522192,0.7975127279698614,4.085472664204464
000514,0,54,1.0021544357284777,0.9977894361528311,0.8649869438415627,0.997789436152831,0.9956443843183973,1.1535312102185826
