样本类型,观察日期,股票代码,股票名称,收盘价,统一信号,信号类型,信号理由,首次触发日期,连续确认天数,触发状态,平台信号,周线多头排列,案例展示分层_质量,案例辅助标签_周线五态,距一年低点涨幅,近120日收益,MA20持续度,RPS50,RPS60,RPS250,距一年高点价格差,平台深度,平台缩量比,平台收敛比,R09核心质量分
当日观察,2026-08-28,301191,菲菱科思,88.05,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=17.2,,0,未触发,无平台信号,False,缺失,回踩修复,0.46505823627287834,0.10310699072914065,0.5916666666666667,17.212957638489552,27.870423615104468,77.22351121423047,-0.34782608695652173,0.33957502,0.8998414,0.6664933,
当日观察,2026-08-28,301295,美硕科技,39.25,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=29.6,,0,未触发,无平台信号,False,缺失,回踩修复,0.5477129337539433,0.20435716477447063,0.55,29.633889208357296,27.429557216791263,88.24439288476411,-0.25408589889775746,0.47265625,1.381587,1.192517,
当日观察,2026-08-28,600234,科新发展,21.47,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=15.4,,0,未触发,无平台信号,False,缺失,回踩修复,1.5559523809523808,0.5434938892882817,0.6083333333333333,15.391987732413265,27.218708069771903,96.53905645784995,-0.3177629488401652,0.39386603,0.534297,0.73754144,
当日观察,2026-08-28,300814,中富电路,134.19,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=7.4,,0,未触发,无平台信号,False,中,回踩修复,2.4416517055655294,0.240432612312812,0.65,7.4372244585010545,27.084531339850486,97.25444702242847,-0.35048402710551785,,,,0.47045025638595683
当日观察,2026-08-28,300679,电连技术,50.29,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=7.0,,0,未触发,无平台信号,False,中,回踩修复,0.5459575776206578,0.3178721174004193,0.575,6.958021851638872,26.892850297105614,68.48414539829854,-0.3033661171907466,0.37569958,0.86416775,0.84070146,0.4906835230097587
当日观察,2026-08-28,003031,中瓷电子,126.65,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=8.8,,0,未触发,无平台信号,False,高,回踩修复,1.5219036240541617,0.5713399503722085,0.6083333333333333,8.836496070538624,26.586160628713817,95.76566125290023,-0.3524057882088254,0.40606666,0.8910867,0.8655251,0.7290991640577278
当日观察,2026-08-28,002463,沪电股份,121.7,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=21.2,,0,未触发,无平台信号,True,高,多头趋势,1.2824456114028506,0.6213695710098588,0.6666666666666666,21.16158711903393,26.413647690243437,95.53364269141531,-0.21478805084198982,,,,0.7179324509852756
当日观察,2026-08-28,301070,开勒股份,63.54,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=9.8,,0,未触发,无平台信号,False,缺失,回踩修复,0.9138554216867467,0.44114311635291426,0.6666666666666666,9.794901284262988,26.336975273145484,93.90951276102089,-0.28758829465186675,0.53027207,0.75084484,0.9648081,
当日观察,2026-08-28,688381,帝奥微,35.18,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=10.3,,0,未触发,无平台信号,False,缺失,回踩修复,0.7253555664541442,0.525585429314831,0.5833333333333334,10.25493578685068,26.164462334675097,86.25290023201856,-0.3424299065420561,0.3665087,18.917763,0.61107856,
当日观察,2026-08-28,688535,华海诚科,102.4,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=4.8,,0,未触发,无平台信号,False,缺失,回踩修复,0.7441662408448306,0.23626705300012074,0.6083333333333333,4.792026068621813,26.145294230400612,90.1585460170147,-0.45240641711229945,0.2924752,15.34318,0.4820359,
当日观察,2026-08-28,301312,智立方,80.0,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=8.0,,0,未触发,无平台信号,False,中,回踩修复,1.5864856126737794,0.24031007751937983,0.6166666666666667,7.973931378186698,25.953613187655737,95.9783449342614,-0.33076794378450736,0.60523707,0.85605794,0.8329916,0.5064397992403127
当日观察,2026-08-28,601208,东材科技,51.28,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=6.1,,0,未触发,无平台信号,True,中,多头趋势,2.0928829915560923,0.674175644792687,0.6666666666666666,6.057120950737972,25.876940770557795,97.17710750193349,-0.3569099573614246,0.38349885,0.88569224,0.7196649,0.5794440811918029
当日观察,2026-08-28,688545,兴福电子,77.14,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=7.6,,0,未触发,无平台信号,False,缺失,回踩修复,1.5585406301824212,0.42350987267023443,0.5583333333333333,7.571401188422465,25.723595936361892,95.92034029389018,-0.4525195173882186,,,,
当日观察,2026-08-28,300398,飞凯材料,35.52,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=14.5,,0,未触发,平台观察,False,中,回踩修复,0.7060518731988474,0.25246826516220033,0.575,14.45275062296339,25.704427832087408,86.50425367362722,-0.44638403990024933,0.2378282,0.54874086,0.53622884,0.683988441089594
当日观察,2026-08-28,688661,和林微纳,106.6,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=5.0,,0,未触发,无平台信号,False,缺失,回踩修复,1.649763857817549,0.12875900042354926,0.5666666666666667,5.041211424190148,25.512746789342533,95.63031709203403,-0.3886563055571487,0.42056957,16.402546,0.7361577,
当日观察,2026-08-28,001389,广合科技,155.9,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=15.2,,0,未触发,平台观察,False,高,回踩修复,1.4359375,0.4154712184492464,0.6083333333333333,15.161970481119416,25.18688901667625,95.82366589327145,-0.3405524301002495,0.26542935,0.7433033,0.74810046,0.7119182458801068
当日观察,2026-08-28,300599,雄塑科技,11.31,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=34.2,,0,未触发,无平台信号,False,缺失,回踩修复,0.6157142857142859,0.12091179385530237,0.55,34.19589802568526,24.97603986965689,84.51276102088167,-0.17625637290604512,0.44428673,0.6916262,0.9078237,
当日观察,2026-08-28,688090,瑞松科技,71.27,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=8.6,,0,未触发,无平台信号,False,中,回踩修复,1.759194734804491,0.7046161205453239,0.675,8.58731071497029,24.47766915852022,96.98375870069606,-0.3678935698447894,,,,0.6025952658760232
当日观察,2026-08-28,300835,龙磁科技,159.43,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=13.9,,0,未触发,无平台信号,True,中,多头趋势,2.036183584079223,0.774204317827732,0.675,13.858539390454283,23.94096223883458,96.57772621809745,-0.3702152873790243,,,,0.400688515279682
当日观察,2026-08-28,301115,联检科技,28.86,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=31.8,,0,未触发,无平台信号,True,缺失,多头趋势,0.9112582781456953,0.351123595505618,0.6,31.799884991374356,23.845121717462142,92.26604795050271,-0.18174085625177216,,,,
当日观察,2026-08-28,600707,彩虹股份,9.24,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=17.2,,0,未触发,平台观察,False,中,回踩修复,0.6954128440366973,0.43255813953488365,0.55,17.15545332566609,23.634272570442782,87.20030935808198,-0.47678369195922987,0.319395,0.6064324,0.55673033,0.309543637036751
当日观察,2026-08-28,301322,绿通科技,40.85,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=7.1,,0,未触发,无平台信号,False,缺失,回踩修复,0.5532319391634981,0.18302924992759917,0.6333333333333333,7.053862373011309,23.44259152769791,80.1430781129157,-0.3592156862745097,0.43069848,0.70985496,0.7909517,
当日观察,2026-08-28,002245,蔚蓝锂芯,17.67,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=28.0,,0,未触发,无平台信号,False,中,回踩修复,0.6957773512476009,0.4798994974874373,0.6583333333333333,27.966264136476905,23.38508721487445,85.80819798917247,-0.22431957857769969,,,,0.695608209778855
当日观察,2026-08-28,603203,快克智能,44.0,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=9.2,,0,未触发,平台观察,False,高,回踩修复,1.0009095043201457,0.421188630490956,0.6666666666666666,9.162353843204906,23.135901859306117,94.70224284609435,-0.44999999999999996,0.24920936,0.50756216,0.44510323,0.7216647548345478
当日观察,2026-08-28,605006,山东玻纤,15.54,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=4.4,,0,未触发,平台观察,False,中,回踩修复,1.2359712230215827,0.665594855305466,0.625,4.447000191681043,22.82921219091432,91.76334106728538,-0.40230769230769237,0.2819277,0.5747076,0.50870115,0.4821500434156375
当日观察,2026-08-28,688352,颀中科技,18.08,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=40.8,,0,未触发,无平台信号,True,缺失,多头趋势,0.5859649122807016,0.30353280461427534,0.5916666666666667,40.84723020893234,22.48418631397355,87.87703016241299,-0.25227460711331684,,,,
当日观察,2026-08-28,603629,利通电子,119.95,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=42.1,,0,未触发,无平台信号,True,高,多头趋势,6.404320987654321,1.994258612081877,0.6666666666666666,42.054820778225036,22.081656124209314,99.94199535962876,-0.30192632252808016,,,,0.8446304620797814
当日观察,2026-08-28,603989,艾华集团,28.6,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=6.5,,0,未触发,无平台信号,False,中,回踩修复,0.8368657675016058,0.5237080447522644,0.6,6.536323557600153,22.024151811385853,90.60324825986079,-0.487271423449265,,,,0.3386258138955249
当日观察,2026-08-28,603936,博敏电子,18.13,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=2.9,,0,未触发,无平台信号,False,缺失,回踩修复,0.7986111111111109,0.31663035584604216,0.6333333333333333,2.9135518497220625,21.889975081464446,88.2830626450116,-0.3671902268760907,0.41128206,0.83882624,0.71700454,
当日观察,2026-08-28,002585,双星新材,9.87,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=4.5,,0,未触发,无平台信号,True,缺失,多头趋势,0.848314606741573,0.3337837837837836,0.625,4.485336400230017,21.736630247268547,91.37664346481051,-0.33580080753701214,,,,
当日观察,2026-08-28,300037,新宙邦,65.41,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=16.2,,0,未触发,无平台信号,False,高,回踩修复,0.6087063453025086,0.20482593479462152,0.675,16.216216216216218,21.56411730879816,89.4431554524362,-0.3008017103153394,,,,0.7024241572954958
当日观察,2026-08-28,601001,晋控煤业,18.39,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=55.6,,0,未触发,无平台信号,True,中,多头趋势,0.506142506142506,0.11793313069908828,0.55,55.6450067088365,21.468276787425726,85.34416086620263,-0.16522923286427604,,,,0.4786593579210451
当日观察,2026-08-28,688378,奥来德,42.82,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=12.6,,0,未触发,无平台信号,False,高,回踩修复,1.1813550687722874,0.1307103247953525,0.5833333333333334,12.593444508338125,21.42994057887675,95.41763341067285,-0.3093548387096774,0.34517467,19.28119,0.76183826,0.7392472176403173
当日观察,2026-08-28,301568,思泰克,69.98,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=1.5,,0,未触发,无平台信号,False,中,回踩修复,0.7274746976055297,0.2476377250846853,0.6583333333333333,1.4759440291355186,21.29576384895534,87.52900232018561,-0.427425953199149,,,,0.643967177440562
当日观察,2026-08-28,002848,高斯贝尔,13.72,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=48.5,,0,未触发,无平台信号,False,缺失,回踩修复,0.8342245989304813,0.15488215488215484,0.675,48.47613571017826,21.123250910484952,89.63650425367364,-0.21420389461626577,,,,
当日观察,2026-08-28,301182,凯旺科技,70.8,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=7.4,,0,未触发,无平台信号,False,缺失,回踩修复,1.231326820044122,0.401702633141952,0.75,7.398888249952079,21.027410389112518,93.40680587780355,-0.33831775700934585,0.48135358,0.84875184,0.94622076,
当日观察,2026-08-28,002491,通鼎互联,22.23,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=7.7,,0,未触发,无平台信号,True,中,多头趋势,3.4194831013916502,0.9397905759162302,0.7,7.667241709794902,20.414031052328923,99.16860015467904,-0.42259740259740264,0.4446281,1.2312227,0.72099406,0.5672352307036476
当日观察,2026-08-28,301099,雅创电子,50.69,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=7.5,,0,未触发,平台观察,False,缺失,回踩修复,0.8207614942528736,0.5001479727730098,0.7,7.494728771324516,20.145677592486102,90.71925754060325,-0.344751809720786,0.24467099,0.72806454,0.5715324,
当日观察,2026-08-28,300518,新迅达,23.83,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=16.8,,0,未触发,无平台信号,False,缺失,回踩修复,0.994142259414226,0.2283505154639176,0.6,16.829595552999805,19.838987924094305,92.32405259087393,-0.3991427130610187,0.4054054,0.70516896,0.8096331,
当日观察,2026-08-28,300626,华瑞股份,27.67,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=5.7,,0,未触发,无平台信号,False,中,回踩修复,1.6605769230769232,0.40885947046843185,0.6666666666666666,5.731263178071689,19.589802568525975,96.4230471771075,-0.35199063231850114,,,,0.49164476528641554
当日观察,2026-08-28,603618,杭电股份,35.92,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=6.7,,0,未触发,无平台信号,True,缺失,多头趋势,4.401503759398496,0.8737610850286905,0.725,6.708836496070539,19.570634464251484,99.74864655839134,-0.37191816751180273,0.4531331,1.0491775,0.65685785,
当日观察,2026-08-28,002384,东山精密,195.62,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=8.6,,0,未触发,无平台信号,False,高,回踩修复,2.8013991449669646,1.0494499738082768,0.7083333333333334,8.606478819244776,19.26394479585969,98.89791183294663,-0.2907179115300943,0.26404366,0.88982695,0.75757104,0.7096718707964055
当日观察,2026-08-28,605117,德业股份,92.3,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=32.4,,0,未触发,无平台信号,False,高,回踩修复,1.3414510400811768,0.12657146344440373,0.5833333333333334,32.35576001533448,19.168104274487252,96.19102861562259,-0.24591503267973858,0.3295258,0.99994636,0.7516082,0.8274562431591108
当日观察,2026-08-28,300806,斯迪克,48.89,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=5.0,,0,未触发,无平台信号,False,中,回踩修复,2.0404228855721396,0.34720308624965557,0.575,5.002875215641174,18.880582710369946,97.66047950502707,-0.4200474495848161,0.42415267,1.3819743,0.82346135,0.3447772991115003
当日观察,2026-08-28,300390,天华新能,64.12,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=9.1,,0,未触发,无平台信号,False,缺失,回踩修复,2.2697603263641004,0.4154525386313468,0.625,9.066513321832472,17.749664558175198,97.96983758700696,-0.440976460331299,0.47425136,0.6691703,0.5786997,
当日观察,2026-08-28,301086,鸿富瀚,124.4,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=1.3,,0,未触发,无平台信号,False,缺失,回踩修复,1.891678289167829,0.42399267399267404,0.6416666666666667,1.2650948821161587,17.4429748897834,97.15777262180974,-0.43451975089776806,0.4673968,1.5362984,0.9875609,
当日观察,2026-08-28,301021,英诺激光,79.05,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=3.0,,0,未触发,无平台信号,False,中,回踩修复,1.3006402793946448,0.3092083471348128,0.5916666666666667,3.0477285796434734,17.347134368410963,95.01160092807424,-0.417936823503424,0.40228653,0.9958603,0.7091786,0.47819628724587854
当日观察,2026-08-28,603124,江南新材,124.0,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=1.3,,0,未触发,无平台信号,False,缺失,回踩修复,0.8165836507471431,0.19379994223548658,0.5916666666666667,1.3417672992141079,17.270461951313017,91.14462490332559,-0.41318442099285413,,,,
当日观察,2026-08-28,605376,博迁新材,152.24,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=4.1,,0,未触发,无平台信号,False,中,回踩修复,2.4388976733679693,0.564002465584549,0.6083333333333333,4.12114241901476,17.02127659574468,98.95591647331786,-0.4553130590339892,,,,0.5678980503892754
当日观察,2026-08-28,301128,强瑞技术,112.6,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=1.7,,0,未触发,无平台信号,False,中,回踩修复,0.9757852254781538,0.542888462592491,0.6666666666666666,1.74429748897834,16.848763657274297,92.28538283062645,-0.40170031880977686,0.4814815,0.6884194,0.7968473,0.6007227143021979
当日观察,2026-08-28,605303,园林股份,23.43,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=10.8,,0,未触发,无平台信号,False,缺失,回踩修复,0.5568106312292358,0.33504273504273496,0.55,10.75330649798735,16.657082614529422,91.47331786542924,-0.3192911098198722,0.4463158,0.62815094,0.87518334,
当日观察,2026-08-28,300408,三环集团,112.24,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=8.2,,0,未触发,无平台信号,False,中,回踩修复,1.9320794148380354,0.91568527052398,0.5916666666666667,8.16561242093157,16.637914510254937,97.0030935808198,-0.3415464038484103,,,,0.6304592753253903
当日观察,2026-08-28,002730,电光科技,23.96,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=17.7,,0,未触发,无平台信号,False,缺失,回踩修复,0.6490020646937373,0.37938975244674733,0.5583333333333333,17.71132834962622,16.04370327774583,81.67053364269141,-0.3142530051516885,0.4434524,0.4737648,0.76133007,
当日观察,2026-08-28,603045,福达合金,62.18,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=9.3,,0,未触发,平台突破（研究）,True,缺失,多头趋势,2.3628988642509468,0.8407341622261693,0.6083333333333333,9.27736246885183,16.005367069196858,98.64655839133796,-0.33225945017182135,0.27999356,0.6325284,0.53491944,
当日观察,2026-08-28,300834,,38.7,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=21.2,,0,未触发,平台观察,False,中,回踩修复,0.822033898305085,0.5680713128038899,0.6,21.21909143185739,15.679509296530572,90.2938901778809,-0.22831505483549341,0.16507344,0.3894354,0.60673475,0.42039436795596563
当日观察,2026-08-28,603800,洪田股份,61.63,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=13.7,,0,未触发,无平台信号,False,缺失,回踩修复,0.7812138728323699,0.571392146863845,0.6833333333333333,13.6860264519839,15.56450067088365,75.48337200309359,-0.3033009269726429,,,,
当日观察,2026-08-28,300747,锐科激光,37.58,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=6.8,,0,未触发,无平台信号,False,中,回踩修复,0.59439966058549,0.16925948973242066,0.6583333333333333,6.823845121717461,15.372819628138776,80.52977571539056,-0.3649881716796215,0.3820296,0.53259397,0.67793894,0.5550667591771632
当日观察,2026-08-28,301419,阿莱德,37.94,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=22.6,,0,未触发,无平台信号,True,中,多头趋势,0.5881121808287986,0.29003740224413455,0.65,22.560858731071498,14.740272187080697,85.47950502706884,-0.2645861601085483,,,,0.4886766362000176
当日观察,2026-08-28,301373,凌玮科技,111.64,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=1.0,,0,未触发,无平台信号,False,中,回踩修复,2.801157643854273,0.6805660093331325,0.6833333333333333,1.0159095265478244,14.548591144335827,98.04717710750194,-0.4279858584823487,0.43262935,0.8578952,0.6749991,0.5894071419332365
当日观察,2026-08-28,002980,华盛昌,100.89,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=14.1,,0,未触发,无平台信号,True,中,多头趋势,3.911879259980526,1.9328488372093027,0.7166666666666667,14.069388537473642,14.491086831512364,99.36194895591647,-0.23189950513894175,0.42425087,0.7136769,0.70758593,0.6144239505960996
当日观察,2026-08-28,301071,力量钻石,61.15,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=17.8,,0,未触发,平台观察,False,中,回踩修复,1.1284371736860423,0.3055081127241672,0.6416666666666667,17.768832662449686,13.858539390454283,94.29621036349575,-0.4060800310800311,0.18716012,0.61604285,0.4818939,0.6574762316204497
当日观察,2026-08-28,002281,光迅科技,173.61,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=3.8,,0,未触发,平台观察,False,中,回踩修复,2.1913602941176475,1.1671451753838475,0.65,3.833620854897451,13.839371286179796,98.4338747099768,-0.3711605331787887,0.24730705,0.76385885,0.6915961,0.5479157383489763
当日观察,2026-08-28,300757,罗博特科,536.7,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=18.8,,0,未触发,无平台信号,True,缺失,多头趋势,1.7974980453479286,0.3694820107170198,0.6083333333333333,18.82307839754648,13.436841096415563,97.23511214230471,-0.21951574201992285,0.4307546,0.88822883,0.9189855,
当日观察,2026-08-28,688150,莱特光电,40.24,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=6.9,,0,未触发,无平台信号,False,中,回踩修复,0.8963242224316685,0.15234822451317287,0.6333333333333333,6.900517538815411,12.49760398696569,86.96829079659706,-0.4359405663022148,0.5251515,10.178877,0.8065212,0.39661385629599183
当日观察,2026-08-28,603773,沃格光电,94.78,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=1.1,,0,未触发,无平台信号,False,缺失,回踩修复,2.5299813780260707,1.3588850174216027,0.65,1.0925819436457735,12.401763465593254,98.02784222737819,-0.4675280898876405,,,,
当日观察,2026-08-28,688127,蓝特光学,65.99,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=10.6,,0,未触发,无平台信号,False,高,回踩修复,1.319507908611599,0.1739903931684752,0.6083333333333333,10.59996166379145,12.229250527122867,94.76024748646559,-0.3651144891283433,0.4482481,13.907381,0.9042799,0.8130847444871024
当日观察,2026-08-28,688371,菲沃泰,30.45,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=18.2,,0,未触发,无平台信号,False,缺失,回踩修复,0.7097136440202134,0.48826979472140764,0.5666666666666667,18.171362852213914,12.018401380103509,87.33565351894819,-0.3240843507214206,0.3755274,16.797832,0.5662354,
当日观察,2026-08-28,600522,中天科技,35.04,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=2.7,,0,未触发,无平台信号,False,中,回踩修复,1.3422459893048124,0.28776185226019835,0.6583333333333333,2.6643664941537284,11.251677209124018,96.1523588553751,-0.4823459890678091,0.2851852,0.82232064,0.6149786,0.47741562692968165
当日观察,2026-08-28,300283,温州宏丰,13.38,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=1.9,,0,未触发,平台观察,False,中,回踩修复,1.074418604651163,0.6081730769230769,0.575,1.878474218899751,10.964155645006707,92.80742459396751,-0.47591069330199764,0.25857842,0.5784191,0.50769234,0.521542005659246
当日观察,2026-08-28,688234,天岳先进,105.86,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=8.1,,0,未触发,无平台信号,False,缺失,回踩修复,0.6694527677022553,0.304176419859554,0.5666666666666667,8.108108108108109,10.734138393712863,88.51508120649652,-0.39746143775969034,0.34508064,14.056698,0.638746,
当日观察,2026-08-28,688172,燕东微,53.75,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=8.6,,0,未触发,无平台信号,False,缺失,回踩修复,1.6066925315227931,0.35050251256281406,0.5916666666666667,8.625646923519264,10.59996166379145,97.06109822119103,-0.39127972819932044,,,,
当日观察,2026-08-28,301189,奥尼电子,54.51,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=19.8,,0,未触发,无平台信号,False,缺失,回踩修复,1.4023799030409871,0.7761485826001953,0.6333333333333333,19.838987924094305,10.46578493387004,95.16627996906419,-0.2970079958730978,0.35728812,0.6358228,0.6345125,
当日观察,2026-08-28,301319,唯特偶,104.19,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=2.3,,0,未触发,无平台信号,False,缺失,回踩修复,4.574638844301765,2.1716894977168946,0.6083333333333333,2.261836304389496,10.350776308223116,99.5939675174014,-0.4966666666666667,,,,
当日观察,2026-08-28,688551,科威尔,42.44,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=2.1,,0,未触发,无平台信号,False,中,回踩修复,0.5853567426223383,0.25154821586552645,0.6416666666666667,2.070155261644623,10.101590952654782,81.36117556071152,-0.450259067357513,0.29333332,20.545433,0.5481673,0.3797362930987107
当日观察,2026-08-28,688003,天准科技,80.99,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=3.7,,0,未触发,无平台信号,False,中,回踩修复,0.6191523390643741,0.3122164614387557,0.6416666666666667,3.737780333525014,9.98658232700786,87.00696055684455,-0.3805262352761206,0.33006328,26.935654,0.6842734,0.6012904356663726
当日观察,2026-08-28,300201,海伦哲,13.99,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=11.7,,0,未触发,无平台信号,False,中,回踩修复,1.732421875,0.382411067193676,0.65,11.673375503162738,9.814069388537474,96.65506573859241,-0.33602278120550544,,,,0.6851747024370571
当日观察,2026-08-28,688048,长光华芯,292.83,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=12.1,,0,未触发,无平台信号,False,中,回踩修复,3.597017268445839,0.8592380952380951,0.6916666666666667,12.056737588652481,9.679892658616062,99.1105955143078,-0.41667330677290837,0.51300234,15.485486,0.818989,0.3380049004997959
当日观察,2026-08-28,688655,迅捷兴,42.55,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=12.0,,0,未触发,无平台信号,False,缺失,回踩修复,1.5448564593301435,0.6302681992337162,0.5833333333333334,11.99923327582902,9.660724554341575,88.82443928847641,-0.35432473444613055,0.4883227,20.111086,0.7647496,
当日观察,2026-08-28,603986,兆易创新,396.82,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=2.9,,0,未触发,无平台信号,False,高,回踩修复,2.224081897952551,0.3944057909902312,0.5666666666666667,2.8560475368986005,9.526547824420165,98.25986078886311,-0.5275952380952381,,,,0.7920996823042957
当日观察,2026-08-28,301389,隆扬电子,61.38,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=1.6,,0,未触发,无平台信号,False,中,回踩修复,0.46912398276687406,0.21448357736446377,0.625,1.6101207590569295,9.296530573126317,77.68754833720031,-0.43796355645087437,0.49670684,0.7641794,0.8027776,0.5202483596396628
当日观察,2026-08-28,300936,中英科技,83.83,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=5.2,,0,未触发,无平台信号,False,缺失,回踩修复,1.3714285714285714,0.6755946432140716,0.75,5.175388154111558,8.606478819244776,93.89017788089714,-0.3373122529644269,0.45729166,0.98076177,0.91789913,
