样本类型,观察日期,股票代码,股票名称,收盘价,统一信号,信号类型,信号理由,首次触发日期,连续确认天数,触发状态,平台信号,周线多头排列,案例展示分层_质量,案例辅助标签_周线五态,距一年低点涨幅,近120日收益,MA20持续度,RPS50,RPS60,RPS250,距一年高点价格差,平台深度,平台缩量比,平台收敛比,R09核心质量分
当日观察,2026-08-28,688530,欧莱新材,61.18,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=37.9,,0,未触发,无平台信号,True,缺失,多头趋势,2.86481364497789,0.8416616496086695,0.5916666666666667,37.876174046386815,95.70634464251485,98.45320959010054,-0.38629752231918946,,,,
当日观察,2026-08-28,300903,科翔股份,92.33,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=34.7,,0,未触发,无平台信号,True,缺失,多头趋势,7.826959847036328,1.4608208955223878,0.65,34.67510063254744,95.62967222541691,99.96133023975251,-0.18081802856889362,,,,
当日观察,2026-08-28,001359,平安电工,88.33,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=28.8,,0,未触发,无平台信号,True,中,多头趋势,1.4763106251752172,0.4763496573625272,0.5916666666666667,28.80966072455434,95.55299980831896,95.6689868522815,-0.3201724005233588,,,,0.4967583350405974
当日观察,2026-08-28,300613,富瀚微,73.85,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=78.1,,0,未触发,无平台信号,True,中,多头趋势,0.8719898605830163,0.7554076539101495,0.5666666666666667,78.11002491853556,95.43799118267204,85.11214230471771,-0.07802746566791507,,,,0.6455675015429797
当日观察,2026-08-28,300604,长川科技,277.11,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=71.3,,0,未触发,无平台信号,True,中,多头趋势,4.725413223140496,1.1499728450616806,0.6083333333333333,71.34368410964156,95.38048686984857,99.84532095901005,-0.2590641711229946,,,,0.6816138659823168
当日观察,2026-08-28,600378,昊华科技,53.31,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=20.5,,0,未触发,无平台信号,True,中,多头趋势,0.9018908312522298,0.4303729541185939,0.5916666666666667,20.471535365152384,95.15046961855472,93.21345707656613,-0.3512230741146404,,,,0.6532552232339432
当日观察,2026-08-28,003043,华亚智能,82.75,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=59.7,,0,未触发,无平台信号,True,中,多头趋势,0.8504025044722721,0.5383900353225506,0.7,59.68947671075331,95.07379720145678,92.94276875483372,-0.2193396226415094,,,,0.5623885199417042
当日观察,2026-08-28,002167,东方锆业,17.22,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=76.1,,0,未触发,无平台信号,True,高,多头趋势,0.48833189282627476,0.13738441215323638,0.575,76.11654207398888,95.01629288863332,83.15931941221965,-0.3389635316698657,,,,0.7331498954342546
当日观察,2026-08-28,688141,杰华特,119.58,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=23.4,,0,未触发,无平台信号,True,缺失,多头趋势,2.5888355342136853,1.2189645574318053,0.6416666666666667,23.404255319148938,94.99712478435882,98.7045630317092,-0.32440677966101694,,,,
当日观察,2026-08-28,000668,荣丰控股,22.7,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=65.2,,0,未触发,无平台信号,True,缺失,多头趋势,1.6152073732718892,0.5590659340659339,0.75,65.15238642898218,94.88211615871191,96.88708430007735,-0.05652535328345798,,,,
当日观察,2026-08-28,603991,领先股份,134.3,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=67.7,,0,未触发,无平台信号,True,中,多头趋势,1.2161716171617165,0.35821197411003247,0.7,67.72091240176347,94.76710753306497,95.45630317092034,-0.19609721058302398,,,,0.5581265360732861
当日观察,2026-08-28,688403,汇成股份,24.46,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=19.9,,0,未触发,无平台信号,True,中,多头趋势,1.0181518151815183,0.4559523809523809,0.625,19.89649223691777,94.51792217749664,91.53132250580046,-0.4077481840193704,,,,0.3095544449384603
当日观察,2026-08-28,688138,清溢光电,37.84,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=45.0,,0,未触发,无平台信号,True,中,多头趋势,0.47524366471734925,0.3129770992366414,0.6083333333333333,44.9683726279471,94.23040061337935,76.31477184841454,-0.24905735264933515,,,,0.5984128944954074
当日观察,2026-08-28,002409,雅克科技,142.06,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=40.8,,0,未触发,无平台信号,True,中,多头趋势,1.5413237924865832,0.5459788878006313,0.5666666666666667,40.77055779183439,94.21123250910485,96.44238205723124,-0.3982803168283282,,,,0.5820702569979375
当日观察,2026-08-28,605198,安德利,65.42,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=18.6,,0,未触发,无平台信号,True,中,多头趋势,0.8495900480633307,0.64952092788704,0.6,18.612229250527122,94.17289630055588,83.9907192575406,-0.23646125116713357,,,,0.4559807841479636
当日观察,2026-08-28,300909,汇创达,54.58,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=60.0,,0,未触发,无平台信号,True,中,多头趋势,0.751604621309371,0.18703784254023503,0.5833333333333334,59.97699827487062,94.0003833620855,90.58391337973704,-0.14865075651224458,,,,0.4169265375303701
当日观察,2026-08-28,600667,太极实业,19.53,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=39.1,,0,未触发,无平台信号,True,中,多头趋势,1.9280359820089958,0.9222440944881891,0.6666666666666666,39.08376461567951,93.90454284071306,97.62180974477958,-0.391588785046729,,,,0.5015059844954177
当日观察,2026-08-28,300570,太辰光,204.3,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=13.6,,0,未触发,无平台信号,True,缺失,多头趋势,1.3593948492897563,0.6073957513768689,0.575,13.647690243434923,93.8470385278896,91.2799690641918,-0.26996605324280865,,,,
当日观察,2026-08-28,300234,开尔新材,10.12,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=35.7,,0,未触发,无平台信号,True,缺失,多头趋势,1.052738336713996,0.6089030206677264,0.6666666666666666,35.74851447191873,93.57868506804678,93.15545243619489,-0.13725490196078438,,,,
当日观察,2026-08-28,688237,超卓航科,55.66,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=48.5,,0,未触发,无平台信号,True,缺失,多头趋势,0.714197720973206,0.17401392111368907,0.575,48.53364002300172,93.42534023385087,91.1832946635731,-0.21825842696629216,,,,
当日观察,2026-08-28,688519,南亚新材,292.3,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=10.5,,0,未触发,无平台信号,True,缺失,多头趋势,4.00342348510784,1.6630830903790086,0.7666666666666667,10.484953038144527,93.31033160820394,99.49729311678269,-0.28724701292367716,,,,
当日观察,2026-08-28,002963,,19.15,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=48.8,,0,未触发,无平台信号,True,缺失,多头趋势,0.5931780366056572,0.23230373230373225,0.55,48.84032969139352,93.11865056545908,85.65351894818252,-0.16775315080399833,,,,
当日观察,2026-08-28,603110,东方材料,24.03,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=52.3,,0,未触发,无平台信号,True,中,多头趋势,0.6269465132024374,0.38103448275862095,0.5583333333333333,52.328924669350194,92.50527122867548,87.89636504253674,-0.1353004677941705,,,,0.5103646712235086
当日观察,2026-08-28,603650,彤程新材,62.36,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=40.7,,0,未触发,无平台信号,False,中,回踩修复,0.8637178720860728,0.11977015622194287,0.5666666666666667,40.674717270461954,92.29442208165612,92.38205723124516,-0.3635435803225149,,,,0.48909681136605065
当日观察,2026-08-28,688548,广钢气体,34.33,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=65.9,,0,未触发,无平台信号,True,中,多头趋势,2.3201160541586074,0.3326863354037266,0.5583333333333333,65.89994249568718,90.93348667816753,98.06651198762569,-0.37581818181818183,,,,0.5857707379340941
当日观察,2026-08-28,003004,声迅股份,70.01,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=61.1,,0,未触发,无平台信号,True,缺失,多头趋势,2.704232804232805,1.3367823765020028,0.775,61.069580218516386,90.8184780525206,98.9752513534416,-0.17138122854775706,,,,
当日观察,2026-08-28,300666,江丰电子,239.82,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=14.3,,0,未触发,无平台信号,True,中,多头趋势,2.2610824041338042,0.6196393597622747,0.6833333333333333,14.337741997316467,90.74180563542265,97.9891724671307,-0.3918291786067507,,,,0.6650399697259137
当日观察,2026-08-28,688146,中船特气,249.1,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=6.0,,0,未触发,无平台信号,True,中,多头趋势,5.408541291484435,4.474725274725275,0.65,5.9612804293655355,90.64596511405021,99.8646558391338,-0.3612656734788072,,,,0.6292492855621575
当日观察,2026-08-28,688328,深科达,82.4,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=73.5,,0,未触发,无平台信号,True,高,多头趋势,2.403552251135894,1.07713637509453,0.725,73.5480161012076,90.45428407130535,97.95050270688321,-0.30305337054893,,,,0.7758096719760381
当日观察,2026-08-28,301630,同宇新材,198.0,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=6.7,,0,未触发,无平台信号,False,缺失,未知,0.7108787695498142,0.41671436748712076,0.575,6.651332183247077,90.3776116542074,82.65661252900232,-0.32347011993029695,,,,
当日观察,2026-08-28,301160,翔楼新材,48.66,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=67.7,,0,未触发,无平台信号,False,中,突破启动,0.5536398467432948,0.11121260561772095,0.5666666666666667,67.70174429748897,90.35844354993291,67.8847641144625,-0.1191165821868212,,,,0.4277674448457433
当日观察,2026-08-28,002745,木林森,11.65,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=65.6,,0,未触发,无平台信号,True,缺失,多头趋势,0.46540880503144666,0.35307781649245085,0.65,65.59325282729537,90.28177113283496,84.10672853828306,-0.09267912772585662,,,,
当日观察,2026-08-28,688300,联瑞新材,189.9,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=7.5,,0,未触发,无平台信号,True,中,多头趋势,2.7715988083416088,1.5394490505482752,0.7,7.475560667050028,90.18593061146252,98.49187935034803,-0.3032215454612167,,,,0.57388007113401
当日观察,2026-08-28,002407,多氟多,36.94,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=42.2,,0,未触发,无平台信号,True,中,多头趋势,1.8241590214067278,0.2979620520028108,0.55,42.246501820969904,90.03258577726663,97.60247486465585,-0.3314027149321267,,,,0.5788751817057183
当日观察,2026-08-28,603588,高能环境,15.5,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=45.6,,0,未触发,无平台信号,True,中,多头趋势,1.3882896764252695,0.1645379413974455,0.5583333333333333,45.60092006900518,89.84090473452176,96.38437741686002,-0.21717171717171724,,,,0.600085483402004
当日观察,2026-08-28,600176,中国巨石,43.2,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=19.0,,0,未触发,无平台信号,False,高,回踩修复,2.3776387802971075,0.6469691193290126,0.6333333333333333,19.014759440291353,89.78340042169829,98.53054911059552,-0.4171613599568268,,,,0.7518991181709734
当日观察,2026-08-28,002428,云南锗业,99.66,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=51.2,,0,未触发,无平台信号,True,缺失,多头趋势,3.034817813765182,1.3074785830053255,0.7166666666666667,51.15967030860647,89.70672800460035,99.40061871616396,-0.23391498193558313,,,,
当日观察,2026-08-28,688448,磁谷科技,63.83,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=76.2,,0,未触发,无平台信号,True,中,多头趋势,1.3236257735711687,0.3615614334470989,0.5916666666666667,76.21238259536132,89.66839179605137,83.54601701469451,-0.04403175078628119,,,,0.37364160484945386
当日观察,2026-08-28,688652,京仪装备,149.51,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=46.0,,0,未触发,无平台信号,True,中,多头趋势,1.3720450579089323,0.3565919608021051,0.5583333333333333,46.0226183630439,89.64922369177688,96.07501933488012,-0.35091603716245556,,,,0.6635133073348529
当日观察,2026-08-28,300983,,39.49,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=64.1,,0,未触发,无平台信号,True,缺失,多头趋势,0.8769011406844107,0.3754789272030652,0.55,64.13647690243435,89.03584435499329,92.3047177107502,-0.2348382096492927,,,,
当日观察,2026-08-28,688498,源杰科技,1538.35,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=36.4,,0,未触发,无平台信号,True,高,多头趋势,7.516580855893261,1.6201182021017488,0.7833333333333333,36.36189380870232,89.0166762507188,100.0,-0.18433191940615068,,,,0.7224605606425488
当日观察,2026-08-28,301366,一博科技,56.14,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=59.8,,0,未触发,无平台信号,True,中,多头趋势,0.8738317757009346,0.6206697459584296,0.6666666666666666,59.84282154494921,88.86333141652291,80.97447795823666,-0.10519604717883335,,,,0.5247398532738607
当日观察,2026-08-28,002371,北方华创,697.51,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=45.6,,0,未触发,无平台信号,True,中,多头趋势,1.053614014426616,0.5001505505849966,0.575,45.63925627755415,88.47996933103316,94.4122196442382,-0.2536088431370451,,,,0.5737939029336211
当日观察,2026-08-28,300607,拓斯达,34.62,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=32.0,,0,未触发,无平台信号,True,中,多头趋势,0.42001640689089403,0.2324670701317193,0.6,31.972397929844735,88.28828828828829,59.59010054137664,-0.3462990936555892,,,,0.6709152843774464
当日观察,2026-08-28,300400,劲拓股份,31.2,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=7.2,,0,未触发,无平台信号,True,高,多头趋势,0.7697107203630176,0.42530835998172667,0.6583333333333333,7.18803910293272,88.13494345409238,78.29659706109821,-0.30434782608695654,,,,0.7489479118541784
当日观察,2026-08-28,000593,德龙汇能,22.63,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=32.9,,0,未触发,无平台信号,True,中,多头趋势,2.5806962025316453,0.5137123745819399,0.5666666666666667,32.94997124784359,88.11577534981791,98.78190255220419,-0.18597122302158275,,,,0.5537271595409039
当日观察,2026-08-28,301176,逸豪新材,46.22,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=1.4,,0,未触发,无平台信号,False,缺失,回踩修复,0.982839982839983,0.7441509433962263,0.6333333333333333,1.360935403488595,87.92409430707303,83.44934261407579,-0.43288343558282205,,,,
当日观察,2026-08-28,002913,奥士康,59.06,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=24.5,,0,未触发,无平台信号,True,低,多头趋势,0.8111008892977616,0.11665721308375887,0.5833333333333334,24.49683726279471,86.63983132068238,88.34106728538283,-0.15664715122090533,,,,0.21956830764561563
当日观察,2026-08-28,688082,盛美上海,296.16,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=16.0,,0,未触发,无平台信号,True,中,多头趋势,1.5818150117688088,0.8461538461538465,0.6333333333333333,16.024535173471342,86.6206632164079,96.80974477958236,-0.3372865805903018,,,,0.4872030174395625
当日观察,2026-08-28,300440,运达科技,19.61,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=59.7,,0,未触发,无平台信号,True,缺失,多头趋势,0.6775021385799829,0.1820373719107895,0.6833333333333333,59.74698102357677,86.00728387962431,86.77494199535964,-0.1037477148080439,,,,
当日观察,2026-08-28,688584,上海合晶,28.85,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=44.9,,0,未触发,无平台信号,True,中,多头趋势,0.5773646801530892,0.32704691812327513,0.6166666666666667,44.910868315123636,85.24055970864481,69.47022428460944,-0.37621621621621615,,,,0.4609341162010514
当日观察,2026-08-28,300319,麦捷科技,20.91,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=12.6,,0,未触发,无平台信号,True,中,多头趋势,0.927188940092166,0.503235082674335,0.6583333333333333,12.574276404063639,84.32049070346943,89.53982985305491,-0.34717452388385894,,,,0.5539940747746038
当日观察,2026-08-28,300285,国瓷材料,68.9,0,观察级,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=14.2,,0,未触发,无平台信号,True,中,多头趋势,2.394088669950739,0.9441309255079009,0.6666666666666666,14.184397163120568,84.01380103507763,98.41453982985306,-0.3472288015158692,,,,0.6037386078378557
